# sample synthetic data for demonstration purposes only (not real measurement)
# zero_cal_ok=1 zero_cal_mean_mm=5.0002 zero_cal_stddev_mm=0.0009 zero_cal_n=30
elapsed_ms,T1_C,T2_C,T3_C,indicator_mm,disp_mm,spc_valid,fault1,fault2,fault3,cold_junction_1_C,cold_junction_2_C,cold_junction_3_C
610000,86.022,63.956,46.778,5.2151,0.2154,1,0,0,0,23.817,24.093,24.062
611000,86.123,63.783,46.588,5.2153,0.2156,1,0,0,0,24.236,23.831,24.363
612000,85.953,64.030,46.543,5.2138,0.2141,1,0,0,0,23.806,23.742,24.178
613000,86.012,63.953,46.643,5.2118,0.2121,1,0,0,0,24.254,23.845,23.699
614000,86.210,64.083,46.705,5.2146,0.2149,1,0,0,0,24.006,23.867,23.805
615000,86.192,64.079,46.777,5.2160,0.2163,1,0,0,0,23.844,23.746,23.864
616000,86.257,64.244,46.714,5.2173,0.2176,1,0,0,0,24.186,23.477,23.819
617000,86.283,64.109,46.914,5.2140,0.2144,1,0,0,0,23.782,24.342,24.459
618000,86.329,64.269,46.729,5.2175,0.2178,1,0,0,0,24.191,24.291,23.424
619000,86.233,64.237,46.707,5.2147,0.2150,1,0,0,0,24.064,23.618,24.197
620000,86.465,64.287,46.963,5.2171,0.2174,1,0,0,0,23.821,24.041,23.612
621000,86.517,64.324,46.721,5.2155,0.2159,1,0,0,0,24.159,23.729,23.712
622000,86.446,64.311,46.915,5.2168,0.2171,1,0,0,0,24.164,23.922,23.397
623000,86.503,64.418,47.209,5.2186,0.2189,1,0,0,0,24.347,23.897,23.835
624000,86.425,64.453,46.987,5.2150,0.2153,1,0,0,0,24.290,23.872,24.453
625000,86.630,64.517,46.927,5.2162,0.2165,1,0,0,0,24.147,24.601,24.079
626000,86.676,64.544,47.040,5.2178,0.2181,1,0,0,0,23.662,23.868,23.640
627000,86.666,64.641,47.069,5.2213,0.2217,1,0,0,0,24.735,23.758,24.305
628000,86.802,64.690,47.114,5.2168,0.2171,1,0,0,0,23.579,23.771,24.369
629000,86.726,64.572,47.182,5.2209,0.2212,1,0,0,0,24.285,24.313,24.031
630000,86.838,64.764,47.074,5.2213,0.2216,1,0,0,0,24.129,23.504,24.610
631000,86.752,64.639,47.320,5.2181,0.2184,1,0,0,0,23.648,23.771,24.246
632000,86.872,64.820,47.233,5.2182,0.2186,1,0,0,0,23.963,24.434,24.205
633000,86.900,64.862,47.299,5.2179,0.2182,1,0,0,0,23.976,24.073,23.759
634000,86.972,64.698,47.219,5.2185,0.2188,1,0,0,0,24.392,24.058,24.188
635000,86.965,64.897,47.400,5.2171,0.2175,1,0,0,0,23.786,24.640,24.065
636000,87.024,64.891,47.304,5.2191,0.2194,1,0,0,0,23.921,24.074,24.156
637000,87.140,64.907,47.375,5.2218,0.2221,1,0,0,0,23.299,23.788,23.795
638000,87.079,65.114,47.306,5.2188,0.2191,1,0,0,0,24.520,23.915,24.038
639000,87.025,64.992,47.328,5.2191,0.2194,1,0,0,0,23.679,23.659,23.755
640000,87.332,65.018,47.491,5.2177,0.2180,1,0,0,0,24.098,24.377,23.356
641000,87.342,65.127,47.428,5.2209,0.2212,1,0,0,0,23.970,24.172,24.299
642000,87.168,65.215,47.423,5.2207,0.2210,1,0,0,0,23.971,24.337,23.549
643000,87.365,65.187,47.467,5.2207,0.2210,1,0,0,0,24.243,24.364,24.032
644000,87.309,65.329,47.602,5.2207,0.2210,1,0,0,0,24.501,23.876,24.100
645000,87.409,65.317,47.524,5.2206,0.2209,1,0,0,0,24.075,23.717,24.098
646000,87.450,65.138,47.592,5.2216,0.2219,1,0,0,0,24.197,23.984,23.915
647000,87.446,65.308,47.630,5.2212,0.2215,1,0,0,0,24.099,23.738,24.081
648000,87.441,65.343,47.503,5.2216,0.2219,1,0,0,0,24.305,24.049,24.141
649000,87.486,65.464,47.566,5.2218,0.2221,1,0,0,0,23.861,24.340,24.220
650000,87.506,65.254,47.738,5.2231,0.2234,1,0,0,0,24.323,23.950,24.520
651000,87.551,65.705,47.680,5.2233,0.2236,1,0,0,0,24.333,24.045,24.070
652000,87.650,65.581,47.851,5.2227,0.2231,1,0,0,0,24.325,23.972,24.019
653000,87.636,65.588,47.871,5.2247,0.2251,1,0,0,0,23.802,24.241,23.728
654000,87.786,65.708,47.878,5.2236,0.2239,1,0,0,0,23.949,23.800,24.131
655000,87.888,65.839,47.993,5.2255,0.2258,1,0,0,0,24.072,23.341,24.200
656000,87.760,65.758,47.868,5.2239,0.2242,1,0,0,0,23.589,24.141,23.942
657000,87.863,65.802,47.954,5.2206,0.2209,1,0,0,0,24.478,24.296,24.163
658000,87.921,65.773,47.882,5.2253,0.2256,1,0,0,0,23.996,24.134,23.912
659000,87.956,65.789,48.152,5.2240,0.2243,1,0,0,0,24.085,23.808,24.201
660000,87.961,65.799,48.142,5.2238,0.2241,1,0,0,0,23.827,23.659,24.274
661000,88.052,65.808,48.011,5.2242,0.2245,1,0,0,0,23.602,24.148,24.270
662000,88.068,65.856,48.068,5.2235,0.2238,1,0,0,0,23.819,24.042,24.035
663000,87.967,65.840,48.173,5.2243,0.2246,1,0,0,0,24.066,23.962,23.688
664000,88.172,65.978,48.079,5.2235,0.2239,1,0,0,0,24.202,24.547,23.816
665000,88.210,65.886,48.066,5.2262,0.2265,1,0,0,0,24.049,23.716,24.179
666000,88.114,66.073,48.215,5.2246,0.2249,1,0,0,0,24.104,24.533,24.735
667000,88.214,66.091,48.178,5.2243,0.2246,1,0,0,0,23.899,24.010,23.898
668000,88.302,66.142,48.213,5.2238,0.2241,1,0,0,0,24.149,23.449,24.137
669000,88.267,66.125,48.159,5.2254,0.2257,1,0,0,0,24.445,23.946,23.833
670000,88.405,66.449,48.115,5.2261,0.2264,1,0,0,0,24.211,24.288,23.708
671000,88.544,66.348,48.298,5.2267,0.2270,1,0,0,0,24.243,23.890,23.797
672000,88.328,66.176,48.378,5.2240,0.2243,1,0,0,0,24.088,23.558,23.375
673000,88.316,66.330,48.314,5.2234,0.2237,1,0,0,0,23.549,23.951,24.406
674000,88.486,66.299,48.474,5.2271,0.2275,1,0,0,0,23.687,23.743,23.331
675000,88.555,66.303,48.329,5.2283,0.2286,1,0,0,0,24.136,24.148,23.921
676000,88.514,66.312,48.327,5.2245,0.2248,1,0,0,0,23.997,24.232,23.647
677000,88.684,66.490,48.433,5.2292,0.2295,1,0,0,0,24.132,23.683,23.735
678000,88.496,66.437,48.458,5.2269,0.2272,1,0,0,0,24.503,23.788,24.413
679000,88.693,66.604,48.553,5.2273,0.2276,1,0,0,0,24.218,24.227,24.060
680000,88.624,66.642,48.456,5.2265,0.2268,1,0,0,0,24.378,23.742,23.710
681000,88.845,66.708,48.653,5.2258,0.2261,1,0,0,0,24.028,23.675,23.823
682000,88.901,66.565,48.728,5.2293,0.2296,1,0,0,0,23.758,23.646,23.770
683000,88.715,66.707,48.593,5.2264,0.2267,1,0,0,0,23.983,24.106,23.987
684000,88.767,66.755,48.723,5.2268,0.2271,1,0,0,0,23.759,24.093,24.052
685000,88.914,66.702,48.565,5.2293,0.2297,1,0,0,0,24.467,23.795,24.569
686000,88.848,66.713,48.761,5.2253,0.2256,1,0,0,0,24.237,24.002,23.425
687000,88.910,66.939,48.785,5.2264,0.2267,1,0,0,0,24.156,24.458,23.990
688000,88.949,66.863,48.797,5.2286,0.2289,1,0,0,0,24.371,23.708,23.905
689000,88.828,66.931,48.752,5.2289,0.2292,1,0,0,0,23.394,23.414,24.284
690000,89.014,66.849,48.543,5.2290,0.2293,1,0,0,0,24.176,24.137,24.106
691000,88.994,66.852,48.754,5.2281,0.2284,1,0,0,0,23.607,23.967,24.177
692000,89.043,66.939,48.782,5.2327,0.2330,1,0,0,0,23.998,23.787,24.104
693000,89.231,67.009,48.779,5.2290,0.2293,1,0,0,0,23.906,24.196,23.720
694000,89.049,66.969,48.893,5.2288,0.2291,1,0,0,0,24.199,24.252,24.363
695000,89.247,67.088,48.876,5.2285,0.2288,1,0,0,0,24.068,23.338,24.240
696000,89.193,66.988,48.870,5.2295,0.2299,1,0,0,0,24.404,23.804,24.275
697000,89.226,67.068,48.877,5.2305,0.2308,1,0,0,0,23.819,24.695,24.379
698000,89.345,67.246,48.930,5.2320,0.2323,1,0,0,0,24.213,24.175,24.125
699000,89.342,67.275,49.103,5.2283,0.2286,1,0,0,0,24.049,24.203,24.444
700000,89.393,67.229,48.986,5.2300,0.2303,1,0,0,0,23.509,24.352,24.113
701000,89.457,67.213,49.023,5.2311,0.2315,1,0,0,0,23.724,24.005,23.934
702000,89.386,67.247,49.054,5.2314,0.2317,1,0,0,0,23.955,24.239,23.998
703000,89.396,67.333,49.143,5.2308,0.2311,1,0,0,0,24.334,24.215,23.993
704000,89.390,67.449,49.178,5.2319,0.2322,1,0,0,0,24.139,24.162,23.844
705000,89.443,67.505,48.923,5.2297,0.2300,1,0,0,0,23.650,23.903,24.490
706000,89.778,67.425,49.274,5.2341,0.2345,1,0,0,0,23.958,24.052,24.089
707000,89.673,67.406,49.333,5.2332,0.2335,1,0,0,0,24.605,23.823,24.028
708000,89.498,67.554,49.160,5.2294,0.2298,1,0,0,0,24.033,24.004,24.116
709000,89.532,67.500,49.191,5.2298,0.2301,1,0,0,0,23.902,23.649,24.894
710000,89.708,67.558,49.259,5.2304,0.2307,1,0,0,0,24.148,23.763,23.660
711000,89.745,67.739,49.260,5.2334,0.2337,1,0,0,0,24.229,23.915,23.746
712000,89.776,67.733,49.363,5.2307,0.2310,1,0,0,0,23.863,23.717,23.586
713000,89.744,67.713,49.215,5.2318,0.2321,1,0,0,0,24.151,23.848,23.930
714000,89.785,67.632,49.307,5.2330,0.2333,1,0,0,0,23.901,23.951,24.074
715000,89.853,67.784,49.544,5.2330,0.2333,1,0,0,0,24.216,24.121,23.860
716000,89.865,67.885,49.372,5.2334,0.2337,1,0,0,0,24.051,24.285,23.838
717000,89.711,67.803,49.571,5.2313,0.2317,1,0,0,0,24.145,23.861,24.043
718000,89.902,67.974,49.525,5.2344,0.2347,1,0,0,0,23.772,24.401,23.849
719000,89.883,68.003,49.377,5.2324,0.2327,1,0,0,0,23.754,24.282,24.093
720000,89.996,68.065,49.598,5.2335,0.2338,1,0,0,0,24.284,24.151,24.334
721000,90.251,67.990,49.563,5.2345,0.2348,1,0,0,0,23.976,24.046,24.203
722000,90.072,68.045,49.561,5.2341,0.2345,1,0,0,0,24.086,24.096,24.264
723000,90.048,68.144,49.642,5.2343,0.2346,1,0,0,0,23.908,24.356,24.326
724000,90.178,68.099,49.685,5.2333,0.2337,1,0,0,0,24.270,24.367,24.085
725000,90.173,68.056,49.729,5.2340,0.2343,1,0,0,0,23.818,24.400,23.952
726000,90.198,68.093,49.792,5.2347,0.2350,1,0,0,0,23.959,24.012,23.768
727000,90.243,68.180,49.755,5.2328,0.2331,1,0,0,0,24.236,24.166,23.883
728000,90.389,68.091,49.637,5.2340,0.2343,1,0,0,0,24.352,24.403,23.843
729000,90.164,68.215,49.734,5.2353,0.2357,1,0,0,0,23.843,23.813,24.220
730000,90.322,68.346,50.032,5.2338,0.2341,1,0,0,0,24.588,23.904,24.104
731000,90.240,68.115,49.880,5.2366,0.2369,1,0,0,0,24.094,24.005,24.209
732000,90.388,68.446,50.036,5.2380,0.2383,1,0,0,0,23.687,24.270,23.652
733000,90.300,68.445,49.983,5.2340,0.2343,1,0,0,0,24.111,24.275,24.430
734000,90.370,68.350,49.915,5.2377,0.2380,1,0,0,0,23.885,23.931,23.872
735000,90.409,68.463,49.945,5.2358,0.2361,1,0,0,0,24.130,23.547,23.670
736000,90.540,68.451,49.942,5.2368,0.2371,1,0,0,0,23.987,24.074,23.868
737000,90.565,68.582,49.831,5.2355,0.2359,1,0,0,0,24.022,23.725,24.745
738000,90.421,68.594,49.996,5.2377,0.2381,1,0,0,0,23.727,23.553,23.884
739000,90.554,68.435,50.116,5.2370,0.2373,1,0,0,0,24.297,23.621,23.902
740000,90.522,68.625,49.996,5.2354,0.2357,1,0,0,0,23.653,24.098,23.942
741000,90.507,68.594,50.101,5.2349,0.2352,1,0,0,0,23.667,24.408,23.955
742000,90.619,68.648,50.161,5.2348,0.2352,1,0,0,0,24.110,24.012,23.766
743000,90.640,68.615,50.044,5.2371,0.2374,1,0,0,0,24.481,24.063,24.043
744000,90.887,68.845,50.105,5.2386,0.2389,1,0,0,0,23.894,24.355,24.323
745000,90.756,68.819,50.084,5.2385,0.2388,1,0,0,0,24.210,23.537,24.094
746000,90.640,68.708,50.124,5.2370,0.2373,1,0,0,0,24.322,24.156,23.667
747000,90.733,68.692,50.111,5.2355,0.2358,1,0,0,0,24.244,23.997,23.897
748000,90.889,68.799,50.167,5.2368,0.2371,1,0,0,0,23.907,24.170,23.835
749000,91.002,68.896,50.376,5.2402,0.2405,1,0,0,0,23.673,23.855,24.016
750000,90.736,68.912,50.214,5.2371,0.2374,1,0,0,0,23.338,23.755,24.399
751000,90.741,69.024,50.321,5.2385,0.2388,1,0,0,0,23.921,24.042,23.955
752000,91.069,69.018,50.295,5.2371,0.2374,1,0,0,0,24.353,24.495,23.974
753000,90.978,69.063,50.454,5.2394,0.2397,1,0,0,0,23.663,24.258,24.533
754000,90.905,69.042,50.489,5.2381,0.2384,1,0,0,0,24.210,23.848,24.263
755000,91.045,68.936,50.477,5.2404,0.2407,1,0,0,0,23.715,23.598,24.172
756000,90.819,69.062,50.456,5.2398,0.2401,1,0,0,0,24.032,23.495,24.587
757000,91.058,69.193,50.437,5.2385,0.2388,1,0,0,0,24.212,24.395,24.147
758000,91.111,69.135,50.384,5.2390,0.2393,1,0,0,0,23.802,23.713,23.404
759000,91.186,69.210,50.659,5.2390,0.2393,1,0,0,0,24.051,23.902,24.250
760000,91.058,69.175,50.467,5.2372,0.2375,1,0,0,0,23.875,24.396,23.522
761000,91.173,69.148,50.605,5.2383,0.2387,1,0,0,0,24.212,23.516,24.136
762000,91.120,69.251,50.660,5.2401,0.2405,1,0,0,0,24.071,24.448,23.486
763000,91.241,69.316,50.555,5.2405,0.2408,1,0,0,0,24.017,23.924,23.860
764000,91.176,69.269,50.706,5.2403,0.2406,1,0,0,0,24.468,23.655,23.891
765000,91.242,69.333,50.708,5.2398,0.2401,1,0,0,0,24.199,23.926,23.769
766000,91.221,69.307,50.809,5.2417,0.2421,1,0,0,0,23.793,23.783,23.895
767000,91.380,69.502,50.657,5.2409,0.2412,1,0,0,0,23.974,24.132,24.310
768000,91.423,69.419,50.615,5.2416,0.2420,1,0,0,0,23.977,23.806,23.786
769000,91.362,69.588,50.701,5.2383,0.2386,1,0,0,0,24.024,23.427,24.164
770000,91.410,69.624,50.782,5.2354,0.2357,1,0,0,0,24.757,23.934,23.710
771000,91.318,69.526,50.794,5.2414,0.2417,1,0,0,0,24.111,23.593,23.943
772000,91.436,69.481,50.781,5.2389,0.2392,1,0,0,0,23.389,24.061,24.097
773000,91.482,69.425,50.683,5.2405,0.2408,1,0,0,0,23.837,23.644,23.701
774000,91.722,69.504,50.897,5.2412,0.2415,1,0,0,0,23.420,23.854,23.606
775000,91.449,69.541,51.041,5.2439,0.2442,1,0,0,0,23.901,24.055,24.148
776000,91.681,69.791,50.944,5.2429,0.2432,1,0,0,0,23.404,23.936,24.337
777000,91.670,69.719,50.979,5.2424,0.2427,1,0,0,0,23.739,24.075,23.976
778000,91.638,69.771,50.999,5.2435,0.2438,1,0,0,0,23.544,24.204,23.863
779000,91.782,69.591,51.009,5.2427,0.2430,1,0,0,0,24.115,23.653,24.047
780000,91.697,69.703,51.075,5.2416,0.2420,1,0,0,0,24.000,23.981,24.017
781000,91.724,69.899,51.055,5.2443,0.2447,1,0,0,0,24.091,23.001,24.073
782000,91.714,69.880,51.022,5.2410,0.2413,1,0,0,0,23.969,24.074,23.242
783000,91.841,69.874,51.006,5.2433,0.2436,1,0,0,0,23.582,23.910,23.679
784000,91.857,69.960,51.073,5.2408,0.2411,1,0,0,0,24.154,23.705,23.746
785000,91.744,70.075,51.142,5.2436,0.2439,1,0,0,0,24.577,24.095,24.045
786000,91.714,69.956,51.114,5.2432,0.2435,1,0,0,0,24.123,24.352,24.056
787000,91.828,70.008,51.188,5.2459,0.2462,1,0,0,0,23.872,23.857,24.191
788000,91.805,70.047,51.221,5.2411,0.2414,1,0,0,0,23.572,23.717,24.077
789000,91.889,70.252,51.276,5.2432,0.2435,1,0,0,0,23.728,24.050,23.610
790000,92.018,69.921,51.335,5.2449,0.2452,1,0,0,0,24.136,23.599,24.434
791000,91.907,70.172,51.261,5.2444,0.2447,1,0,0,0,24.322,23.802,24.382
792000,91.965,70.137,51.173,5.2441,0.2444,1,0,0,0,24.078,24.367,23.623
793000,91.998,70.220,51.273,5.2427,0.2431,1,0,0,0,24.240,24.019,24.100
794000,92.086,70.151,51.328,5.2434,0.2437,1,0,0,0,24.212,23.436,23.821
795000,91.862,70.228,51.200,5.2457,0.2460,1,0,0,0,24.152,23.461,24.042
796000,92.018,70.318,51.481,5.2447,0.2450,1,0,0,0,23.802,24.049,24.316
797000,92.108,70.538,51.404,5.2458,0.2461,1,0,0,0,24.052,24.259,24.639
798000,92.211,70.382,51.446,5.2449,0.2453,1,0,0,0,23.745,23.515,24.225
799000,92.100,70.278,51.548,5.2431,0.2434,1,0,0,0,24.005,24.135,24.088
800000,92.013,70.340,51.411,5.2461,0.2464,1,0,0,0,24.099,24.399,23.898
801000,92.237,70.366,51.530,5.2460,0.2463,1,0,0,0,24.504,24.566,24.055
802000,92.161,70.287,51.498,5.2484,0.2487,1,0,0,0,23.607,24.099,24.408
803000,92.140,70.432,51.515,5.2437,0.2440,1,0,0,0,24.144,24.152,23.987
804000,92.209,70.545,51.490,5.2467,0.2471,1,0,0,0,24.444,23.360,23.734
805000,92.268,70.412,51.708,5.2437,0.2440,1,0,0,0,24.228,24.630,23.514
806000,92.258,70.626,51.567,5.2461,0.2464,1,0,0,0,24.250,23.827,24.154
807000,92.154,70.609,51.676,5.2473,0.2476,1,0,0,0,24.176,23.720,24.074
808000,92.425,70.539,51.492,5.2427,0.2431,1,0,0,0,24.390,23.923,23.806
809000,92.479,70.614,51.759,5.2462,0.2465,1,0,0,0,23.674,24.454,24.308
810000,92.452,70.781,51.772,5.2460,0.2463,1,0,0,0,23.584,24.662,23.873
811000,92.333,70.740,51.718,5.2454,0.2457,1,0,0,0,23.998,24.038,23.960
812000,92.431,70.709,51.714,5.2471,0.2474,1,0,0,0,23.352,24.299,23.995
813000,92.470,70.717,51.787,5.2484,0.2487,1,0,0,0,24.369,24.013,23.895
814000,92.541,70.770,51.960,5.2470,0.2473,1,0,0,0,24.366,23.689,24.071
815000,92.570,70.750,51.658,5.2471,0.2474,1,0,0,0,23.870,24.443,24.345
816000,92.480,70.650,51.884,5.2469,0.2473,1,0,0,0,23.889,23.813,23.657
817000,92.568,71.009,51.771,5.2475,0.2478,1,0,0,0,23.978,24.461,24.147
818000,92.621,70.886,51.865,5.2458,0.2461,1,0,0,0,24.016,24.390,24.052
819000,92.724,70.932,51.869,5.2494,0.2497,1,0,0,0,24.038,24.184,24.046
820000,92.686,70.923,51.877,5.2481,0.2484,1,0,0,0,24.167,24.549,24.262
821000,92.716,70.896,51.932,5.2483,0.2486,1,0,0,0,23.948,24.670,24.015
822000,92.682,70.967,51.865,5.2465,0.2468,1,0,0,0,24.283,23.947,24.144
823000,92.811,70.881,52.060,5.2473,0.2477,1,0,0,0,24.134,23.757,24.215
824000,92.753,71.218,51.856,5.2481,0.2484,1,0,0,0,23.818,23.441,23.849
825000,92.674,70.964,52.065,5.2457,0.2460,1,0,0,0,24.401,24.673,24.090
826000,92.877,71.007,52.018,5.2458,0.2461,1,0,0,0,23.593,23.868,23.925
827000,92.843,71.081,51.972,5.2475,0.2478,1,0,0,0,23.972,24.341,23.960
828000,92.773,71.246,52.104,5.2496,0.2499,1,0,0,0,24.290,23.778,23.903
829000,92.793,71.171,51.985,5.2475,0.2478,1,0,0,0,23.783,24.461,24.141
830000,92.877,71.098,52.135,5.2472,0.2475,1,0,0,0,24.093,23.790,24.024
831000,92.912,71.324,52.040,5.2479,0.2482,1,0,0,0,24.163,23.642,24.118
832000,92.912,71.308,52.212,5.2486,0.2490,1,0,0,0,23.742,23.937,23.995
833000,92.943,71.319,52.123,5.2487,0.2490,1,0,0,0,23.978,23.840,23.519
834000,93.076,71.360,52.183,5.2529,0.2532,1,0,0,0,23.953,24.179,24.009
835000,93.048,71.521,52.265,5.2516,0.2519,1,0,0,0,23.834,23.985,24.019
836000,92.999,71.530,52.201,5.2514,0.2518,1,0,0,0,24.691,24.188,24.073
837000,93.080,71.327,52.280,5.2515,0.2518,1,0,0,0,23.771,23.913,23.822
838000,92.944,71.538,52.185,5.2483,0.2486,1,0,0,0,24.301,23.800,23.641
839000,93.080,71.465,52.379,5.2483,0.2486,1,0,0,0,23.882,23.825,24.187
840000,93.214,71.500,52.491,5.2490,0.2493,1,0,0,0,23.674,24.613,23.918
841000,93.073,71.351,52.595,5.2523,0.2526,1,0,0,0,24.031,24.068,24.051
842000,93.044,71.499,52.400,5.2494,0.2497,1,0,0,0,24.195,23.405,23.916
843000,93.080,71.474,52.478,5.2485,0.2488,1,0,0,0,24.276,23.844,23.998
844000,93.066,71.631,52.294,5.2497,0.2500,1,0,0,0,24.469,24.029,23.865
845000,93.112,71.676,52.578,5.2506,0.2509,1,0,0,0,24.884,24.554,23.710
846000,93.166,71.450,52.541,5.2509,0.2512,1,0,0,0,24.075,24.309,24.142
847000,93.104,71.640,52.462,5.2511,0.2514,1,0,0,0,23.801,23.723,23.819
848000,93.238,71.758,52.621,5.2502,0.2505,1,0,0,0,24.136,24.726,24.049
849000,93.330,71.679,52.523,5.2523,0.2526,1,0,0,0,23.920,23.991,24.123
850000,93.206,71.778,52.529,5.2503,0.2506,1,0,0,0,24.278,24.374,23.824
851000,93.421,71.773,52.625,5.2515,0.2518,1,0,0,0,23.611,23.653,23.639
852000,93.361,71.798,52.523,5.2525,0.2529,1,0,0,0,24.711,23.281,24.728
853000,93.423,71.774,52.711,5.2509,0.2512,1,0,0,0,24.257,23.577,23.842
854000,93.308,71.724,52.566,5.2505,0.2508,1,0,0,0,23.495,23.025,24.187
855000,93.449,71.757,52.588,5.2526,0.2529,1,0,0,0,23.787,24.634,24.582
856000,93.314,71.929,52.620,5.2506,0.2509,1,0,0,0,24.245,24.064,24.237
857000,93.493,71.899,52.775,5.2517,0.2521,1,0,0,0,24.353,23.723,23.910
858000,93.455,71.912,52.686,5.2530,0.2533,1,0,0,0,23.618,24.136,23.980
859000,93.506,71.914,52.649,5.2553,0.2556,1,0,0,0,24.214,24.057,23.750
860000,93.388,71.949,52.730,5.2531,0.2534,1,0,0,0,23.416,24.186,24.265
861000,93.430,72.082,52.797,5.2533,0.2537,1,0,0,0,23.973,24.363,24.170
862000,93.570,71.996,52.726,5.2534,0.2537,1,0,0,0,24.334,23.913,23.846
863000,93.466,71.941,52.749,5.2507,0.2510,1,0,0,0,23.835,23.736,23.687
864000,93.598,72.133,53.031,5.2535,0.2539,1,0,0,0,23.548,24.248,23.604
865000,93.472,72.082,52.815,5.2527,0.2530,1,0,0,0,24.044,24.241,24.296
866000,93.669,72.126,52.879,5.2537,0.2540,1,0,0,0,23.819,24.030,24.036
867000,93.522,72.277,52.896,5.2535,0.2538,1,0,0,0,24.189,24.653,24.064
868000,93.684,72.171,52.913,5.2540,0.2543,1,0,0,0,23.734,23.869,23.753
869000,93.710,72.221,53.017,5.2532,0.2536,1,0,0,0,23.768,23.730,23.561
870000,93.623,72.128,53.064,5.2535,0.2539,1,0,0,0,23.394,24.125,24.289
871000,93.745,72.229,52.985,5.2519,0.2522,1,0,0,0,24.051,23.798,24.013
872000,93.738,72.320,52.931,5.2533,0.2537,1,0,0,0,23.952,24.149,24.272
873000,93.694,72.171,53.153,5.2559,0.2562,1,0,0,0,23.643,23.750,23.884
874000,93.675,72.336,53.064,5.2544,0.2548,1,0,0,0,24.058,23.880,23.929
875000,93.618,72.353,53.231,5.2541,0.2545,1,0,0,0,24.308,24.567,24.214
876000,93.822,72.373,52.933,5.2569,0.2572,1,0,0,0,23.935,23.878,24.220
877000,93.688,72.477,53.149,5.2524,0.2527,1,0,0,0,24.080,23.760,24.239
878000,93.840,72.445,53.308,5.2532,0.2535,1,0,0,0,24.082,24.351,23.911
879000,93.830,72.560,53.147,5.2574,0.2577,1,0,0,0,23.639,23.685,24.184
880000,93.924,72.387,53.178,5.2547,0.2550,1,0,0,0,24.617,23.792,24.333
881000,93.865,72.501,53.240,5.2545,0.2548,1,0,0,0,23.859,24.173,23.969
882000,93.881,72.521,53.192,5.2531,0.2534,1,0,0,0,24.197,24.282,23.846
883000,93.985,72.453,53.233,5.2556,0.2559,1,0,0,0,24.231,24.366,24.403
884000,93.972,72.639,53.251,5.2562,0.2565,1,0,0,0,23.958,23.776,23.804
885000,93.989,72.773,53.249,5.2540,0.2543,1,0,0,0,24.182,24.179,24.189
886000,94.019,72.609,53.418,5.2554,0.2557,1,0,0,0,24.074,23.860,23.982
887000,93.878,72.675,53.377,5.2550,0.2553,1,0,0,0,23.575,23.818,23.448
888000,94.079,72.665,53.380,5.2562,0.2565,1,0,0,0,23.900,24.361,24.339
889000,94.086,72.625,53.445,5.2541,0.2544,1,0,0,0,23.816,23.835,23.173
890000,93.974,72.560,53.380,5.2573,0.2576,1,0,0,0,23.861,24.083,23.405
891000,94.054,72.673,53.359,5.2571,0.2574,1,0,0,0,23.609,24.047,24.158
892000,94.089,72.642,53.393,5.2552,0.2555,1,0,0,0,24.338,23.679,24.158
893000,94.099,72.913,53.462,5.2561,0.2564,1,0,0,0,24.481,24.290,23.809
894000,94.155,72.791,53.398,5.2560,0.2563,1,0,0,0,24.293,24.168,24.044
895000,94.260,72.796,53.463,5.2553,0.2556,1,0,0,0,24.381,23.404,23.241
896000,94.250,72.919,53.482,5.2561,0.2564,1,0,0,0,23.897,24.083,24.212
897000,94.077,72.781,53.713,5.2561,0.2564,1,0,0,0,23.809,23.768,24.075
898000,94.249,72.833,53.341,5.2587,0.2591,1,0,0,0,23.766,24.329,23.986
899000,94.324,72.923,53.569,5.2584,0.2587,1,0,0,0,24.193,23.566,24.006
900000,94.266,73.023,53.742,5.2558,0.2561,1,0,0,0,24.068,23.893,24.148
901000,94.340,73.004,53.633,5.2548,0.2551,1,0,0,0,23.977,24.109,23.991
902000,94.431,73.007,53.704,5.2559,0.2562,1,0,0,0,24.389,24.016,23.438
903000,94.370,73.017,53.672,5.2573,0.2577,1,0,0,0,24.121,24.229,24.659
904000,94.325,73.066,53.631,5.2588,0.2591,1,0,0,0,23.748,23.544,24.360
905000,94.407,73.073,53.525,5.2555,0.2558,1,0,0,0,23.796,24.496,23.615
906000,94.352,72.997,53.740,5.2584,0.2587,1,0,0,0,24.205,24.158,23.896
907000,94.360,73.106,53.682,5.2611,0.2614,1,0,0,0,24.313,24.408,23.929
908000,94.347,73.040,53.700,5.2591,0.2594,1,0,0,0,24.166,24.262,24.324
909000,94.517,73.155,53.744,5.2602,0.2605,1,0,0,0,24.569,23.997,23.352
910000,94.344,73.133,53.943,5.2584,0.2587,1,0,0,0,24.491,23.615,23.850
911000,94.549,73.397,54.016,5.2605,0.2608,1,0,0,0,24.132,23.831,23.472
912000,94.484,73.214,53.861,5.2572,0.2575,1,0,0,0,23.748,24.477,23.914
913000,94.349,73.127,53.826,5.2590,0.2594,1,0,0,0,23.607,24.416,23.858
914000,94.507,73.252,53.789,5.2593,0.2596,1,0,0,0,23.884,23.814,24.024
915000,94.327,73.327,53.940,5.2588,0.2592,1,0,0,0,24.226,23.155,23.819
916000,94.561,73.441,54.065,5.2612,0.2615,1,0,0,0,24.548,23.936,23.775
